Names,Meanings,Sentences,Tags,Level,Collocations,Synonyms,Pronunciations,Name
"blaspheme
blasphemy
blasphemous","冒涜する
冒涜、不敬
冒涜的な",Criticism of the religion’s scriptures is considered blasphemy by its believers.,"宗教・哲学, 英検",4,,,,blaspheme
stalwart,熱心な、熱心な支持者,They are stalwarts of our volunteer activities.,"人・職業, 感情・思考, 英検",4,,,,stalwart
impregnable,揺るがない、動じない、難攻不落の,Her position as the leading figure seems impregnable.,英検,4,,,,impregnable
"inert
inertia","動作が鈍い、不活発な
ものぐさ、怠惰、惰性、慣性",She could not throw off the feeling of inertia after her afternoon nap.,"医療・健康, 性格・態度, 物理・化学, 英検",4,,,,inert
servitude,隷属、服従,A lot of people are in a state of servitude in that country.,"社会・国家, 英検",4,,,,servitude
elongate,長くする、伸ばす,She wore high heels to elongate her legs.,"形・材質, 英検",4,,,,elongate
courier,配達人、配達業者,We use a courier service to deliver our packages.,"ビジネス・経済, 人・職業, 英検",4,,,,courier
tingle,ひりひりする、ちくちくする,His arm was tingling because he had been sleeping on it.,"カタカナ・象徴語, 医療・健康, 英検",4,,,,tingle
stymie,妨害する、邪魔する,The moving plan has been stymied by land contamination problems.,英検,4,,,,stymie
garrulous,おしゃべりな,"After she drank a few glasses of wine, she became garrulous.","性格・態度, 英検",4,,,,garrulous
"bereaved
bereavement","最近家族（親友）を亡くした、あとに残された
家族（親友）の死",The company announced they would compensate the bereaved family.,"人・職業, 英検",4,,,,bereaved
"treason
treasonable","反逆（罪）
反逆の、裏切りの",They were convicted of treason for passing nuclear secrets to the enemy nation.,"社会・国家, 英検",4,,,,treason
matriculate,入学する,He matriculated at Harvard University in 1988.,"教育・学校, 英検",4,,,,matriculate
cardinal,非常に重要な、基本的な,Respect for basic human rights is a cardinal principle of the Constitution of Japan.,"優劣・是非, 英検",4,,,,cardinal
kindred,同類の、よく似た、血縁の、親類の,I do not believe in ghosts and kindred phenomena.,英検,4,,,,kindred
rumple,くしゃくしゃにする、くしゃくしゃになる、しわ,The man rumpled his hair with his hands.,"カタカナ・象徴語, 動作, 英検",4,,,,rumple
dribble,垂らす、垂れる、ドリブルする、したたり,I accidentally dribbled some coffee on my shirt.,"カタカナ・象徴語, スポーツ, 形・材質, 英検",4,,,,dribble
addendum,追加物、補遺,This report is provided as an addendum to the earlier document.,"教育・学校, 英検",4,,,,addendum
"redolent
redolence","芳香のする
芳香","When she entered the bakery, it smelled a redolence of sweet cinnamon.",英検,4,,,,redolent
"remit
remission
remittance","送金する、免じる
送金
免除、減刑",Please remit payment by cash or check.,"ビジネス・経済, 社会・国家, 英検",4,,,,remit
angst,（将来などに対する）「不安、苦悩,Many young people at that age are full of angst.,"感情・思考, 英検",4,,,,angst
banish,追い払う、追放する,He was banished from the baseball world because of the scandal.,"社会・国家, 英検",4,,,,banish
irresolute,優柔不断な、決断力のない,They were too irresolute to take swift action.,"性格・態度, 英検",4,,indecisive,,irresolute
"ferocious
ferocity","どう猛な、（天気や感情が）激しい
どう猛さ",The boat’s passengers were lucky to escape the ferocious hipo.,"地理・気候, 感情・思考, 生物・動物, 英検",4,,,,ferocious
waver,動揺する、迷う、動揺、躊躇い,She never wavered in her opposition to the war.,"感情・思考, 英検",4,,,,waver
ameliorate,改善する,They are striving to ameliorate educational quality.,英検,4,,,,ameliorate
inimical,有害で、不利で,Such an extreme ideology is inimical to the social order.,"優劣・是非, 英検",4,,,,inimical
"submit
submissive
submission","提出する、服従する
従順な、言うことを聞く
提出、服従、降伏",The manager sees him as a submissive worker.,"性格・態度, 英検",3,,,,submit
"extort
extortion
extortionate","（金銭などを）巻き上げる、強要する
恐喝、強要
（価格や要求が）法外な",They attempted to extort large sums of money from Carol.,"ビジネス・経済, 社会・国家, 英検",4,,,,extort
spoof,パロディー、もじり,The movie was a spoof of Star Wars.,"カタカナ・象徴語, 英検",4,,,,spoof
"undulate
undulation","起伏に富む、波打つ
波動、うねり",The path undulates gently alongside a river.,"地理・気候, 形・材質, 英検",4,,,,undulate
specter,不安、恐怖、幽霊、亡霊,The citizens live in fear of the specter of war.,"感情・思考, 英検",4,,,,specter
chunky,厚手の、どっしりとした、ずんぐりとした,He wore a chunky sweater and looked chic.,"形・材質, 英検",4,,,,chunky
pliable,曲がりやすい、柔軟な,"The material is both pliable and durable, making it perfect for gloves.","形・材質, 英検",4,,,,pliable
"promulgate
promulgation","（考えなどを）広める、宣伝する、（法律などを）公布する
普及、公布",He succeeded in promulgating his ideas through the media.,"感情・思考, 社会・国家, 英検",4,,,,promulgate
"devout
devoutly","信心深い、敬虔な
信心深く",He is a devout Christian.,"宗教・哲学, 英検",4,,,,devout
aperture,隙間、割れ目,We entered the cave through a narrow aperture.,英検,4,,,,aperture
"jubilant
jubilation
jubilee","歓喜に満ちた
歓喜、歓声
記念祭、祝祭",Fans of the team were jubilant when it finally won a championship.,"社会・国家, 英検",4,,,,jubilant
"cavern
cavernous","大きな洞窟、広く暗い部屋
（洞窟のように）だだっ広い",The seminar was held in a cavernous hall.,英検,4,,,,cavern
bedraggled,ぐしょぐしょの、汚れた,A bedraggled man was taking shelter from the rain under a tree.,"カタカナ・象徴語, 英検",4,,,,bedraggled
incisive,鋭い、的確な,Her newsletter’s incisive analyses of market trends make it popular among investors.,英検,4,,,,incisive
"eponym
eponymous","エポニム
作品名と同名の",The film Forrest Gump tells the story of its eponymous hero’s journey from childhood to adulthood.,"カタカナ・象徴語, 英検",4,,,,eponym
ponderous,"（重々しくて）退屈な、つまらない
のっそりした、鈍重な",His latest book was ponderous rather than philosophical.,"優劣・是非, 英検",4,,,,ponderous
burnish,磨く、つやを出す,I burnished the silver ring to get it to shine again.,"動作, 英検",4,,,,burnish
rebate,払い戻し金,Just mail this form to get the $50 rebate for the printer.,"カタカナ・象徴語, ビジネス・経済, 英検",3,,,,rebate
"fortuitous
fortuitously","偶然の、思いがけない
偶然に、思いがけず",Our visit to the city fortuitously coincided with its summer festival.,"感情・思考, 英検",4,,,,fortuitous
provident,将来に備えた、将来のために倹約する,You should lead a more provident life.,"ビジネス・経済, 英検",4,,,,provident
gaudy,派手な、けばけばしい,Her gaudy dress got everyone’s attraction.,英検,4,,,,gaudy
"accredit
accreditation","認可する
正式な認可",The government withdrew accreditation from the college.,"社会・国家, 英検",4,,,,accreditation
"sedate
sedation","落ち着いた、物静かな
鎮静状態",The hotel is located in a sedate town.,"性格・態度, 英検",4,,,,sedate
"stolid
stolidity","感情を表に出さない、無感動な
無表情、無感動",The accused remained stolid even when he received a sentence of death.,"感情・思考, 英検",4,,,,stolid
trounce,完全に打ち負かす、完勝する,Our team was trounced 10 to 2 in the last game.,"スポーツ, 英検",4,,,,trounce
demur,（穏やかに）異議を唱える,"When asked to invest, she demurred, saying that she was looking for more stable investments.","会話・伝達, 英検",4,,,,demur
garble,誤って伝える,"After I hung up the phone, I realized I garbled my address.","会話・伝達, 英検",4,,,,garble
contraption,変わった機械（器具）,He built a contraption that can make seawater drinkable.,英検,4,,,,contraption
linkage,繋がり、関連,We could not find any linkage between the two incidents.,英検,4,,,,linkage
"repulse
repulsive
repulsion","嫌悪感を抱かせる
嫌悪感を催させる、不快な
嫌悪、反感",The smell was so repulsive that she had to leave the room.,"優劣・是非, 感情・思考, 英検",4,,,,repulse
gradient,勾配、傾斜,This car drives smooth even on roads with steep gradients.,"位置・方向, 英検",4,,,,gradient
"snip
snippet","はさみで切る、はさみで切ること（音）
小片、切れ端、断片、抜粋",She snipped some parsley from her garden and put it in the soup.,"便利, 動作, 英検",4,,,,snip
